,loss,val_loss
90,15791.7744140625,20966.80859375
91,18713.46875,17668.716796875
92,18257.130859375,26533.771484375
93,19518.2109375,23857.89453125
94,16811.0390625,31382.12109375
95,29812.25390625,19481.001953125
96,16801.712890625,18898.3046875
97,15905.376953125,17572.978515625
98,13973.9033203125,20657.099609375
99,12290.0,22298.06640625
100,15407.412109375,17642.5859375
101,12402.890625,24911.58984375
102,16123.0048828125,19041.923828125
103,17865.34375,17416.458984375
104,15504.1552734375,18976.78515625
105,39330.1015625,19081.1953125
106,14992.8369140625,18969.50390625
107,16822.033203125,49532.5859375
108,20683.662109375,15886.5146484375
109,12478.25390625,15989.4638671875
110,11757.8115234375,20468.666015625
111,14815.4521484375,38595.8203125
112,15881.5185546875,17420.59765625
113,12334.46875,15288.560546875
114,10561.697265625,16666.0859375
115,11102.275390625,15843.294921875
116,12254.357421875,23026.36328125
117,18252.630859375,20341.55859375
118,21165.349609375,16231.45703125
119,12454.2734375,16731.775390625
120,13204.9443359375,15918.38671875
121,12513.2763671875,20735.583984375
122,12529.4375,16162.4208984375
123,12283.1689453125,20115.318359375
124,14580.1220703125,17265.564453125
125,13813.0751953125,30378.384765625
126,24163.55859375,25827.0390625
127,17538.82421875,17231.119140625
128,13694.23828125,14994.81640625
129,11301.9375,14971.283203125
130,11187.4013671875,15333.9248046875
131,10603.7158203125,14483.8447265625
132,10469.1064453125,32391.474609375
133,43395.6171875,25818.96484375
134,20963.244140625,21341.533203125
135,18095.60546875,31128.6484375
136,17955.40234375,19378.556640625
137,13836.037109375,16286.740234375
138,13339.1767578125,20144.767578125
139,12494.2109375,15282.4677734375
140,12613.791015625,14559.779296875
141,11345.837890625,16364.5185546875
142,15816.1875,16143.7802734375
143,14732.037109375,32817.83203125
144,15395.47265625,23722.791015625
145,11885.1748046875,15087.2080078125
146,12144.314453125,24019.173828125
147,10499.294921875,42334.1640625
148,47555.83984375,62389.0234375
149,24398.962890625,17369.498046875
150,11356.798828125,14295.529296875
151,11265.1142578125,13447.6630859375
152,10779.9638671875,12543.3515625
153,10967.89453125,11408.3798828125
154,12166.0205078125,17340.84765625
155,11129.4912109375,11972.5576171875
156,9385.9521484375,15689.3857421875
157,10564.6005859375,11377.3876953125
158,9145.5537109375,16379.84375
159,19572.59375,23064.408203125
160,14117.49609375,10937.1611328125
161,8674.328125,16391.93359375
162,23524.759765625,17959.33984375
163,9855.5302734375,15320.490234375
164,9285.9287109375,12433.5634765625
165,8017.10009765625,12033.21875
166,9616.875,10924.6396484375
167,10281.4560546875,19261.5859375
168,9498.9677734375,10243.8427734375
169,9988.6728515625,11159.46875
170,8105.09814453125,9898.392578125
171,6305.65087890625,9131.1474609375
172,10890.671875,11366.79296875
173,67131.8828125,23481.71484375
174,32970.96875,27593.7265625
175,21501.990234375,18251.033203125
176,14083.7685546875,14456.19140625
177,12114.2216796875,13444.26953125
178,9500.498046875,15033.3701171875
179,28452.333984375,35649.07421875
180,19854.13671875,14053.41015625
181,10861.486328125,13412.435546875
182,9519.337890625,16426.341796875
183,25226.009765625,21316.822265625
184,15169.5380859375,18037.912109375
185,11782.6669921875,15619.8837890625
186,12688.5380859375,12277.1923828125
187,12527.041015625,12657.1494140625
188,13935.3876953125,13672.853515625
189,21709.5546875,16782.6640625
190,11765.193359375,13797.919921875
191,8360.8203125,12430.173828125
192,9575.9716796875,12331.5361328125
193,6670.31787109375,12870.998046875
194,6647.3203125,16607.59765625
195,26009.3359375,23217.94921875
196,11673.1689453125,11837.6376953125
197,7516.77685546875,11936.1416015625
198,8556.6767578125,9765.412109375
199,8801.3076171875,20627.009765625
200,9379.166015625,9658.4091796875
201,6941.4912109375,13035.220703125
202,5983.82421875,10591.5751953125
203,6343.39404296875,23321.05859375
204,14946.1572265625,16443.154296875
205,7998.78076171875,11760.3056640625
206,4833.36865234375,14162.6650390625
207,6992.13525390625,25691.814453125
208,11171.8564453125,48036.91796875
209,17780.900390625,14826.388671875
210,10469.89453125,10849.4892578125
211,7568.3271484375,9643.3095703125
212,6731.70556640625,11482.7734375
213,6389.1767578125,47638.83203125
214,50701.10546875,24854.810546875
215,31876.654296875,18074.078125
216,22569.6015625,21536.984375
217,16803.3359375,15805.845703125
218,11350.4736328125,13872.4384765625
219,9800.7294921875,12922.734375
220,12259.1396484375,14250.5986328125
221,9697.3505859375,13927.9033203125
222,10521.625,11714.330078125
223,16764.9375,14575.9189453125
224,13083.4697265625,15330.3212890625
225,13027.7275390625,11772.244140625
226,9823.744140625,13551.87109375
227,10458.32421875,11593.587890625
228,19537.400390625,23582.474609375
229,24450.609375,19656.251953125
230,13391.5126953125,20089.71484375
231,14038.5478515625,12319.841796875
232,9612.2412109375,17625.12109375
233,12724.517578125,12558.62109375
234,7362.8056640625,13257.5986328125
235,7893.5966796875,11850.0849609375
236,6759.74169921875,30544.125
237,20172.501953125,20594.9453125
238,14499.0712890625,15621.720703125
239,7915.2119140625,9946.654296875
240,6373.61181640625,11804.015625
241,7688.4443359375,9686.5048828125
242,5939.5595703125,10049.0869140625
243,5622.79736328125,13151.115234375
244,9722.6318359375,10698.6298828125
245,5627.34033203125,12168.794921875
246,6699.603515625,9472.8671875
247,9772.640625,10166.1220703125
248,6403.5556640625,30660.521484375
249,23188.111328125,17310.32421875
250,11571.43359375,13955.63671875
251,7122.4755859375,14608.15234375
252,40061.359375,36797.5
253,37769.47265625,18137.06640625
254,20899.46484375,13581.0849609375
255,10102.29296875,12951.83984375
256,8670.6005859375,10931.1689453125
257,7017.84130859375,10002.9365234375
258,6951.42138671875,9915.3515625
259,6019.5732421875,10722.59375
260,7409.31396484375,9655.3037109375
261,6222.1640625,12173.029296875
262,6454.40869140625,15128.359375
263,7412.904296875,10552.3212890625
264,7021.53466796875,8071.63037109375
265,6278.37841796875,12070.6875
266,6388.9619140625,10591.1669921875
267,9289.173828125,8929.900390625
268,5902.09814453125,9521.193359375
269,6397.69140625,10526.8232421875
270,6002.916015625,8941.13671875
271,5525.56298828125,8098.5966796875
272,4586.85107421875,7032.08154296875
273,4415.5732421875,6900.70166015625
274,4689.50048828125,9519.681640625
275,7885.2041015625,12446.5
276,7272.7333984375,7076.7802734375
277,5510.35986328125,6198.6044921875
278,7084.94873046875,7863.603515625
279,9100.525390625,10185.3017578125
280,14830.8720703125,7201.5068359375
281,35200.78515625,11213.5419921875
282,14099.5830078125,10970.0732421875
283,7977.890625,9915.4853515625
284,9279.6435546875,7761.03759765625
285,7605.96826171875,6814.4931640625
286,8228.8310546875,7231.4140625
287,8520.4833984375,8876.5068359375
288,11330.77734375,15749.7783203125
289,8340.0634765625,6236.8681640625
290,4810.14990234375,6326.71630859375
291,4892.11328125,11671.93359375
292,8983.5927734375,10262.236328125
293,5038.853515625,6032.33251953125
294,4642.96728515625,5565.23095703125
295,3941.401123046875,5418.33447265625
296,3831.357421875,8202.203125
297,4536.75927734375,5791.88330078125
298,3363.328369140625,6482.646484375
299,5234.1962890625,6037.30810546875
300,5636.33837890625,7715.435546875
301,7589.30322265625,12100.9228515625
302,9113.53515625,12014.3427734375
303,4977.0810546875,5091.9814453125
304,4597.10546875,10936.4404296875
305,4490.9541015625,14236.34765625
306,7407.77490234375,6236.8681640625
307,7088.08544921875,11281.359375
308,5519.9501953125,17288.443359375
309,14510.765625,6842.2880859375
310,6271.138671875,11797.220703125
311,13153.5400390625,5429.23095703125
312,7113.07763671875,6041.013671875
313,6345.67041015625,4572.7119140625
314,6464.8291015625,8840.513671875
315,5776.1337890625,5499.13330078125
316,3854.280517578125,9238.498046875
317,6418.6142578125,8786.2822265625
318,12521.0732421875,11627.2421875
319,7116.0341796875,7428.68798828125
320,5804.134765625,4507.07763671875
321,4015.939208984375,4734.63671875
322,5486.5185546875,7551.3935546875
323,4800.7744140625,4609.38134765625
324,4081.105712890625,3764.414794921875
325,5060.95068359375,7368.74951171875
326,5105.70751953125,4015.506103515625
327,3860.004150390625,6199.27001953125
328,3708.210693359375,4328.6875
329,5906.26416015625,7218.78564453125
330,11934.892578125,7944.73681640625
331,8031.798828125,10762.017578125
332,14713.212890625,6168.34326171875
333,4556.42431640625,6673.76904296875
334,8490.330078125,8478.384765625
335,4690.349609375,5690.13525390625
336,4046.1162109375,5704.32763671875
337,3438.43701171875,4643.7998046875
338,4466.9833984375,13841.345703125
339,8771.1591796875,9683.5703125
340,6419.48291015625,4964.48291015625
341,3888.237548828125,4842.21435546875
342,3901.562255859375,5662.8623046875
343,3899.79541015625,4040.460205078125
344,3394.811279296875,7778.89794921875
345,3848.412841796875,6650.23095703125
346,3110.0634765625,3747.3095703125
347,3053.8173828125,5607.53125
348,3965.891357421875,3855.875732421875
349,5134.06787109375,4666.76025390625
350,3710.049072265625,4580.41357421875
351,3505.74267578125,4207.35400390625
352,2605.700927734375,6651.1318359375
353,2543.091552734375,8024.9794921875
354,4478.98828125,4355.67529296875
355,5976.55810546875,4791.04736328125
356,4423.759765625,6404.02978515625
357,6681.6689453125,4447.99267578125
358,10693.921875,11255.412109375
359,6013.6357421875,14249.671875
360,6789.212890625,8323.27734375
361,6929.75341796875,7637.50048828125
362,4486.8828125,4834.09033203125
363,3077.043701171875,3435.26123046875
364,2657.97021484375,3705.3408203125
365,2408.416015625,3898.690673828125
366,2460.149658203125,3633.749755859375
367,2629.408203125,12988.5263671875
368,8278.6162109375,5605.57763671875
369,4321.17431640625,4986.1083984375
370,3684.70556640625,6979.18896484375
371,4350.84130859375,9185.6142578125
372,4438.18896484375,4091.343994140625
373,4048.632568359375,4015.4248046875
374,5312.7666015625,5868.88525390625
375,4915.8154296875,8466.53125
376,8291.6923828125,11359.4921875
377,6562.67138671875,4343.7216796875
378,3821.760009765625,13056.904296875
379,4182.1611328125,3455.566650390625
380,3819.16064453125,4311.0263671875
381,5437.513671875,5920.60791015625
382,5630.62451171875,18246.46875
383,11355.923828125,12558.2607421875
384,6995.13232421875,4901.66064453125
385,5447.123046875,12907.3935546875
386,14279.7841796875,8117.76611328125
387,5815.93359375,6461.67822265625
388,5839.67822265625,4500.73388671875
389,3810.731689453125,6772.78955078125
390,5142.5087890625,4723.5146484375
391,3724.200927734375,3383.930419921875
392,3114.153564453125,4870.98779296875
393,3603.602783203125,6691.880859375
394,6009.97412109375,4632.57177734375
395,2812.621337890625,3689.822998046875
396,3484.99755859375,6530.658203125
397,3482.97802734375,4895.0234375
398,3077.605712890625,4847.83740234375
399,2441.469482421875,3219.151611328125
400,2392.15966796875,4202.26025390625
401,4321.75634765625,19028.384765625
402,20929.853515625,19437.732421875
403,16753.03125,26523.15234375
404,13254.771484375,11251.2216796875
405,8003.8642578125,8788.9375
406,8437.974609375,18656.7578125
407,8137.70654296875,7299.04736328125
408,5065.9384765625,7683.55810546875
409,5957.15234375,6259.1279296875
410,5186.185546875,11822.482421875
411,5635.21875,7963.666015625
412,7858.26123046875,7340.52197265625
413,7124.025390625,9194.4111328125
414,5656.26123046875,11036.9091796875
415,5947.77978515625,11923.013671875
416,8152.2587890625,5455.1630859375
417,6243.15625,9813.7978515625
418,7496.64599609375,7834.8125
419,5493.197265625,9269.7509765625
420,8923.4013671875,13976.240234375
421,7054.56591796875,12046.0859375
422,6916.85205078125,5393.61474609375
423,4177.00146484375,12926.962890625
424,9574.1103515625,12458.4072265625
425,12260.669921875,29134.857421875
426,12034.2421875,5432.06884765625
427,4021.037841796875,4852.9970703125
428,3559.289306640625,5628.70751953125
429,4096.7626953125,7107.662109375
430,6113.5283203125,18268.490234375
431,6260.884765625,5897.52685546875
432,5056.51708984375,4499.07763671875
433,4695.3076171875,11614.169921875
434,6879.794921875,4752.46533203125
435,15828.072265625,31619.900390625
436,23863.751953125,8677.064453125
437,23074.859375,20580.251953125
438,19134.138671875,20205.087890625
439,13857.31640625,8988.3896484375
440,7333.55078125,8394.1162109375
441,5454.6396484375,7540.52734375
442,4188.76123046875,7540.841796875
443,4296.1171875,5463.1123046875
444,3949.995849609375,7674.70458984375
445,3736.012939453125,7798.06494140625
446,4160.396484375,5925.51025390625
447,3457.961181640625,5179.74072265625
448,4093.965576171875,6202.96044921875
449,2875.33251953125,4496.1240234375
450,3225.537353515625,4453.8994140625
451,2751.686279296875,6541.93408203125
452,3081.156982421875,5951.93359375
453,4192.79052734375,7248.083984375
454,4167.9755859375,7356.947265625
455,4278.99267578125,4482.28369140625
456,4991.9189453125,4782.404296875
457,3862.357177734375,4424.8583984375
458,2913.703369140625,4543.640625
459,3003.70458984375,6971.45263671875
460,5116.68115234375,4978.61083984375
461,4217.0986328125,5968.71044921875
462,4149.63525390625,16719.734375
463,18071.529296875,8990.490234375
464,8404.880859375,6756.74951171875
465,7235.92529296875,4563.9111328125
466,3682.410400390625,4855.56689453125
467,4780.2421875,6265.85791015625
468,4128.7685546875,3617.96728515625
469,2997.986328125,6379.9853515625
470,5400.75830078125,4522.39599609375
471,3782.49072265625,9484.240234375
472,5972.4521484375,3995.904296875
473,3646.7578125,4695.068359375
474,4602.3212890625,11787.18359375
475,5735.6005859375,6845.10791015625
476,4639.61474609375,5177.34765625
477,3487.166748046875,9238.134765625
478,6050.626953125,15047.7265625
479,7546.96875,8019.43701171875
480,4196.91552734375,4474.0302734375
481,3280.348876953125,3753.306640625
482,8259.630859375,31520.171875
483,18518.208984375,13397.4990234375
484,8385.75390625,6396.0419921875
485,5023.6787109375,4662.4580078125
486,16190.904296875,10318.525390625
487,7361.26318359375,5793.61572265625
488,3567.106201171875,6719.58837890625
489,5617.11572265625,8254.6953125
490,5057.55712890625,5033.48779296875
491,2816.081787109375,15714.564453125
492,20967.513671875,9086.3359375
493,6019.57373046875,5688.49755859375
494,4944.00537109375,3603.143310546875
495,4377.71142578125,7485.9697265625
496,4695.39501953125,3112.666748046875
497,3392.43115234375,3120.27685546875
498,2787.285400390625,2816.52685546875
499,2495.426513671875,4529.85791015625
500,2643.21875,2642.09375
501,2172.2060546875,3052.5166015625
502,2510.76025390625,3079.168212890625
503,2217.1015625,2549.680419921875
504,2175.64111328125,2737.546142578125
505,2596.37255859375,3505.0703125
506,2624.88623046875,2547.2890625
507,3713.303466796875,6027.42138671875
508,4827.947265625,3590.5908203125
509,2918.6689453125,3403.923828125
510,3022.72314453125,3409.947265625
511,4535.50146484375,3872.429443359375
512,3178.218994140625,2685.126220703125
513,2269.233154296875,2759.584228515625
514,2071.213134765625,5322.23828125
515,4291.4580078125,4765.89453125
516,3166.45361328125,3885.848388671875
517,4168.02392578125,2910.840087890625
518,2992.391845703125,2067.459228515625
519,2557.449462890625,5630.90380859375
520,2665.3017578125,2614.954833984375
521,2605.861328125,2104.585693359375
522,2172.08154296875,3570.075927734375
523,2811.218017578125,11897.6923828125
524,3441.466796875,2476.52685546875
525,2073.73876953125,2527.554443359375
526,2698.8193359375,3456.46533203125
527,2508.85009765625,6100.31201171875
528,3106.2490234375,4082.1201171875
529,2820.70849609375,8480.7451171875
530,2914.42578125,6901.74951171875
531,6588.0244140625,4777.48095703125
532,8633.0166015625,4009.404296875
533,10231.5986328125,6658.2470703125
534,4297.8115234375,4372.2548828125
535,3216.1865234375,14019.865234375
536,19369.25390625,4222.88037109375
537,15544.5302734375,5730.3603515625
538,5280.4306640625,5595.51318359375
539,3436.73779296875,3313.68798828125
540,3186.892333984375,2899.33203125
541,3289.2109375,2306.714599609375
542,3383.34423828125,3198.09521484375
543,6991.37158203125,10713.296875
544,6391.96484375,3270.486572265625
545,3297.001953125,2574.05322265625
546,2568.46142578125,2647.32080078125
547,2689.398193359375,2308.267822265625
548,3068.500732421875,2411.426025390625
549,2278.18798828125,2059.50390625
550,2084.701904296875,2177.927734375
551,2145.90185546875,2298.04541015625
552,1945.36376953125,2043.4619140625
553,2410.83154296875,2464.25439453125
554,3796.572265625,2766.622802734375
555,3122.186767578125,2475.638671875
556,1984.864501953125,2503.80078125
557,2182.934326171875,3355.02587890625
558,2013.4876708984375,2638.6640625
559,2581.7734375,9545.529296875
560,15380.2900390625,4964.12255859375
561,5559.65966796875,3844.795654296875
562,2573.498779296875,2412.700927734375
563,4834.66064453125,5230.1640625
564,4882.4033203125,2178.89697265625
565,3322.25830078125,2497.0419921875
566,2481.1640625,3781.237548828125
567,2573.139404296875,2388.077392578125
568,3512.912109375,2921.49755859375
569,2593.8212890625,2823.101806640625
570,3141.00390625,8863.2001953125
571,8832.86328125,6784.77099609375
572,4468.9228515625,5241.77880859375
573,7881.27978515625,2933.389404296875
574,5050.3837890625,2794.482666015625
575,4935.9482421875,28181.5234375
576,10624.4326171875,3600.4443359375
577,14370.640625,8180.6103515625
578,6062.30419921875,4668.08837890625
579,3164.2919921875,2974.45166015625
580,2642.3427734375,3266.54345703125
581,2567.387451171875,2833.354736328125
582,2326.3740234375,3806.74267578125
583,2355.86669921875,2259.498291015625
584,2101.826171875,1982.9947509765625
585,2025.64111328125,5692.10546875
586,3707.069580078125,2352.417236328125
587,2461.188720703125,2764.1357421875
588,2426.67236328125,3775.387451171875
589,3933.882568359375,2630.64453125
590,5363.701171875,3372.04443359375
591,6721.7822265625,10824.4501953125
592,4842.4208984375,5771.623046875
593,4959.63037109375,2683.7646484375
594,2223.498291015625,2294.931396484375
595,2667.365234375,2236.58447265625
596,3065.873779296875,7315.73388671875
597,4734.0634765625,3243.984619140625
598,2841.54150390625,5215.57958984375
599,2811.82080078125,3133.619384765625
